churn,MonthlyRevenue,TotalRecurringCharge,OverageMinutes,PercChangeRevenues,MonthlyMinutes,PercChangeMinutes,RoamingCalls,DroppedCalls,BlockedCalls,CustomerCareCalls,MonthsInService,CurrentEquipmentDays,HandsetPrice,HandsetRefurbished,HandsetWebCapable,AgeHH1,CreditRating,IncomeGroup,Occupation,ReferralsMadeBySubscriber
Yes,80.71,60.0,104.0,-15.6,500.0,-91.0,0.0,2.3,10.3,1.3,10,308.0,Unknown,No,Yes,34.0,2-High,5,Other,0
No,63.44,60.0,0.0,-8.5,86.0,172.0,0.0,0.0,0.0,0.3,19,41.0,150,Yes,Yes,0.0,4-Medium,0,Other,0
No,31.73,32.0,0.0,0.8,213.0,-2.0,0.0,1.3,1.3,0.0,17,518.0,Unknown,No,Yes,26.0,2-High,8,Other,0
No,77.47,85.0,0.0,4.5,1023.0,495.0,0.0,1.3,2.7,0.0,39,56.0,30,No,No,28.0,3-Good,1,Other,0
No,57.43,40.0,0.0,-12.3,219.0,-99.0,6.1,4.3,0.3,0.0,7,203.0,Unknown,No,Yes,44.0,3-Good,5,Crafts,0
No,50.06,51.0,10.0,3.9,515.0,318.0,0.0,6.7,0.0,2.0,13,371.0,Unknown,No,Yes,48.0,3-Good,7,Other,0
No,10.2,10.0,0.0,-0.2,104.0,29.0,0.2,0.7,0.0,0.0,7,209.0,Unknown,No,Yes,0.0,3-Good,0,Other,0
No,60.41,30.0,60.0,51.5,210.0,204.0,0.0,1.7,0.0,0.0,13,143.0,30,No,Yes,50.0,2-High,6,Other,0
No,37.49,45.0,30.0,-37.5,1473.0,46.0,0.0,5.7,0.0,4.0,17,483.0,10,No,Yes,0.0,6-VeryLow,0,Other,0
No,33.99,40.0,0.0,0.0,45.0,-30.0,0.0,0.0,0.0,0.0,14,405.0,Unknown,No,Yes,48.0,2-High,9,Professional,0
No,40.2,30.0,14.0,-10.2,276.0,-164.0,0.0,1.7,0.3,0.0,19,563.0,Unknown,No,Yes,52.0,2-High,6,Professional,0
Yes,36.06,30.0,0.0,-3.1,121.0,-26.0,0.0,3.0,0.0,0.3,36,648.0,30,No,Yes,50.0,3-Good,9,Other,0
No,35.39,45.0,1.0,-0.4,459.0,-84.0,0.0,8.0,2.0,0.7,23,684.0,Unknown,No,Yes,0.0,2-High,6,Other,0
No,36.33,49.0,0.0,0.6,259.0,87.0,0.3,3.0,0.0,6.3,13,383.0,30,No,Yes,0.0,5-Low,0,Other,0
No,37.23,45.0,6.0,-2.2,477.0,20.0,0.0,1.0,6.7,0.7,14,427.0,Unknown,No,Yes,38.0,2-High,5,Other,0
No,47.51,62.0,0.0,-7.4,807.0,89.0,0.0,1.7,5.0,21.0,6,194.0,Unknown,No,Yes,42.0,5-Low,1,Other,0
No,59.79,65.0,0.0,-0.2,294.0,-198.0,0.0,1.3,0.0,0.0,8,215.0,150,No,Yes,54.0,2-High,2,Other,0
No,35.09,45.0,0.0,-0.1,177.0,7.0,0.1,6.0,1.0,1.7,7,203.0,Unknown,No,Yes,0.0,4-Medium,0,Other,0
No,36.76,32.0,0.0,1.0,173.0,-8.0,0.8,1.0,0.3,0.0,23,686.0,80,No,Yes,42.0,2-High,9,Other,0
No,50.48,60.0,0.0,-0.5,105.0,-19.0,0.0,1.3,0.3,0.0,23,680.0,Unknown,No,Yes,34.0,2-High,6,Other,0
No,50.09,60.0,0.0,-0.1,109.0,-22.0,0.0,2.3,0.0,0.0,10,292.0,Unknown,No,Yes,52.0,5-Low,5,Crafts,0
No,50.49,50.0,0.0,0.5,231.0,-49.0,0.0,1.0,0.7,0.0,46,1379.0,Unknown,No,No,52.0,1-Highest,5,Professional,0
No,66.8,30.0,72.0,4.3,548.0,-56.0,5.0,4.0,8.7,7.7,19,590.0,Unknown,No,No,0.0,4-Medium,0,Other,0
Yes,34.99,45.0,0.0,0.0,674.0,48.0,0.0,3.3,1.0,5.0,11,324.0,Unknown,No,Yes,54.0,2-High,7,Other,0
No,29.27,30.0,0.0,0.7,190.0,7.0,0.0,0.3,1.3,1.0,21,628.0,Unknown,No,Yes,32.0,1-Highest,8,Other,0
Yes,162.44,86.0,240.0,68.1,1182.0,198.0,7.2,13.3,0.7,33.7,21,381.0,80,No,Yes,24.0,4-Medium,1,Other,0
No,143.78,85.0,119.0,134.3,939.0,1556.0,6.2,0.0,1.7,3.3,7,27.0,100,Yes,Yes,0.0,5-Low,0,Other,0
No,52.94,32.0,11.0,13.6,469.0,141.0,0.8,1.7,5.0,0.0,14,69.0,150,Yes,Yes,0.0,5-Low,0,Other,0
Yes,49.99,60.0,0.0,0.0,410.0,-30.0,0.0,0.0,10.3,0.0,18,317.0,30,No,Yes,44.0,3-Good,1,Other,0
No,35.99,36.0,0.0,0.0,622.0,16.0,0.0,34.7,18.3,4.0,37,335.0,30,No,Yes,56.0,1-Highest,6,Professional,0
No,64.89,54.0,1.0,68.9,327.0,134.0,11.4,7.3,0.0,1.0,21,199.0,30,No,Yes,36.0,7-Lowest,6,Other,0
No,49.99,60.0,0.0,0.0,203.0,8.0,0.0,2.3,2.7,0.0,7,212.0,Unknown,No,Yes,38.0,2-High,5,Professional,0
No,53.99,70.0,0.0,0.0,689.0,-66.0,0.0,16.0,2.7,0.0,9,264.0,Unknown,No,Yes,30.0,5-Low,6,Other,0
No,39.78,36.0,0.0,-0.8,575.0,133.0,0.3,6.3,0.0,0.0,17,494.0,Unknown,No,Yes,40.0,2-High,3,Other,0
Yes,74.74,105.0,0.0,-73.7,1535.0,-14.0,0.0,3.0,0.0,7.3,22,375.0,150,No,Yes,0.0,2-High,0,Other,0
No,25.43,25.0,0.0,-0.4,124.0,19.0,0.2,2.0,6.3,0.0,22,647.0,Unknown,No,No,28.0,4-Medium,6,Other,0
No,137.01,62.0,289.0,121.1,1819.0,263.0,0.0,41.7,5.0,9.0,10,289.0,Unknown,No,Yes,0.0,7-Lowest,0,Other,0
No,36.51,45.0,0.0,-1.5,320.0,18.0,0.1,3.7,21.0,1.7,13,396.0,30,Yes,Yes,34.0,2-High,3,Other,0
No,80.91,85.0,0.0,-1.5,1192.0,618.0,0.0,14.7,1.7,0.3,10,311.0,Unknown,No,Yes,0.0,7-Lowest,0,Other,0
Yes,196.04,45.0,247.0,-39.9,963.0,-200.0,12.0,8.0,9.7,0.3,27,107.0,30,No,Yes,24.0,3-Good,7,Other,0
No,,,,,,,,21.0,1.7,0.7,29,146.0,200,Yes,Yes,0.0,4-Medium,3,Professional,0
Yes,161.18,30.0,372.0,322.4,520.0,921.0,0.0,4.0,0.7,0.0,30,907.0,Unknown,No,No,28.0,3-Good,8,Student,0
No,85.61,45.0,143.0,120.5,1374.0,615.0,0.3,6.3,3.7,0.7,7,211.0,Unknown,No,Yes,0.0,5-Low,0,Other,0
No,30.26,40.0,0.0,-0.3,102.0,42.0,0.0,0.0,0.0,0.0,8,239.0,Unknown,No,Yes,52.0,2-High,9,Professional,0
Yes,150.79,85.0,180.0,18.6,2045.0,-252.0,28.7,24.7,1.3,3.0,44,680.0,30,No,Yes,26.0,1-Highest,7,Other,0
Yes,101.14,75.0,0.0,-26.1,1399.0,-44.0,0.0,17.0,0.0,4.0,27,61.0,200,Yes,Yes,58.0,1-Highest,4,Other,0
No,34.99,45.0,0.0,0.0,120.0,74.0,0.0,0.0,0.0,0.0,45,408.0,30,No,Yes,60.0,1-Highest,4,Other,0
No,35.3,45.0,0.0,-0.3,1107.0,290.0,0.0,9.0,2.7,2.7,37,465.0,30,Yes,Yes,50.0,5-Low,6,Clerical,2
No,35.41,28.0,28.0,-59.1,192.0,-192.0,0.0,0.0,0.0,0.0,11,323.0,Unknown,No,Yes,52.0,5-Low,5,Other,0
No,88.78,52.0,0.0,61.7,288.0,-70.0,0.6,3.0,24.3,1.0,9,260.0,Unknown,No,Yes,48.0,4-Medium,8,Professional,0
No,49.2,52.0,0.0,-5.2,1123.0,-81.0,0.0,19.3,1.7,0.3,21,635.0,Unknown,No,Yes,60.0,2-High,4,Other,0
No,50.42,36.0,42.0,-13.4,1317.0,-7.0,0.4,7.7,0.0,7.0,17,185.0,100,No,Yes,0.0,3-Good,0,Other,0
No,29.99,30.0,0.0,0.0,62.0,-18.0,0.0,0.0,0.3,0.0,31,625.0,60,No,Yes,52.0,3-Good,8,Other,1
Yes,32.66,30.0,6.0,-2.7,101.0,-66.0,0.1,1.3,0.0,0.0,14,435.0,Unknown,No,Yes,30.0,4-Medium,2,Other,0
No,51.46,60.0,0.0,4.0,1596.0,-592.0,0.0,17.3,4.7,31.7,11,274.0,150,No,Yes,0.0,7-Lowest,0,Other,0
No,6.96,5.0,0.0,-9.3,161.0,-24.0,0.0,4.7,0.7,0.7,7,226.0,Unknown,No,Yes,0.0,6-VeryLow,0,Other,0
No,48.74,45.0,34.0,4.4,404.0,59.0,1.4,5.3,0.7,0.0,13,355.0,130,No,Yes,0.0,2-High,0,Other,0
Yes,171.25,50.0,372.0,-131.3,681.0,-381.0,0.0,3.7,18.3,0.0,15,450.0,Unknown,No,Yes,40.0,2-High,7,Clerical,0
No,35.73,45.0,0.0,-0.7,248.0,-84.0,0.0,4.3,0.3,0.0,13,373.0,Unknown,No,Yes,32.0,3-Good,5,Other,0
No,58.24,60.0,0.0,0.7,824.0,24.0,0.0,0.0,0.0,0.0,12,355.0,Unknown,No,Yes,0.0,3-Good,0,Other,0
Yes,60.47,45.0,69.0,44.5,639.0,293.0,0.0,7.0,0.3,0.0,13,266.0,100,No,Yes,52.0,2-High,6,Professional,0
No,67.9,17.0,140.0,-67.9,772.0,-772.0,0.0,10.3,0.7,31.7,7,186.0,Unknown,No,Yes,0.0,7-Lowest,0,Other,0
No,82.97,45.0,110.0,-45.0,688.0,-29.0,8.5,0.0,0.0,0.0,13,393.0,Unknown,No,Yes,0.0,3-Good,6,Clerical,0
Yes,104.5,65.0,113.0,-40.3,1041.0,-222.0,0.0,0.0,0.0,0.0,11,199.0,30,No,Yes,0.0,2-High,0,Other,0
Yes,35.58,45.0,1.0,-0.2,431.0,-140.0,0.0,15.0,2.0,0.0,11,331.0,Unknown,No,Yes,34.0,2-High,1,Student,0
No,50.45,45.0,0.0,-9.2,142.0,32.0,0.2,0.3,0.0,1.7,19,134.0,30,No,Yes,28.0,4-Medium,7,Other,0
No,33.49,21.0,42.0,-33.5,611.0,-611.0,0.0,4.7,0.0,1.0,7,189.0,Unknown,No,Yes,0.0,5-Low,0,Other,0
No,44.36,50.0,0.0,-0.4,32.0,-26.0,0.0,0.7,0.0,0.0,10,312.0,Unknown,No,Yes,0.0,4-Medium,0,Other,0
Yes,36.89,45.0,0.0,-1.9,243.0,55.0,0.0,1.3,0.3,0.0,7,220.0,Unknown,No,Yes,26.0,2-High,9,Other,0
No,59.99,60.0,0.0,0.0,94.0,-30.0,0.0,1.3,0.0,0.0,29,868.0,Unknown,No,Yes,36.0,3-Good,5,Other,0
No,54.66,45.0,42.0,-15.7,881.0,-261.0,0.0,0.0,0.0,0.0,8,252.0,Unknown,No,Yes,0.0,7-Lowest,0,Other,0
Yes,55.04,45.0,33.0,-50.0,389.0,-389.0,0.0,3.3,0.0,2.0,15,435.0,Unknown,No,Yes,0.0,3-Good,3,Other,0
No,53.99,50.0,0.0,0.0,1334.0,15.0,0.0,6.7,16.3,23.7,9,250.0,Unknown,No,Yes,48.0,3-Good,8,Other,0
No,90.5,70.0,82.0,-33.7,622.0,-77.0,5.3,7.3,6.3,2.3,9,58.0,130,No,Yes,,4-Medium,0,Other,0
No,50.28,60.0,0.0,5.2,721.0,-59.0,0.1,2.3,1.7,7.7,19,590.0,Unknown,No,Yes,36.0,2-High,4,Professional,0
No,538.66,85.0,1123.0,24.4,2898.0,350.0,16.7,9.7,18.3,0.0,29,85.0,200,No,Yes,34.0,1-Highest,7,Professional,0
Yes,23.05,10.0,26.0,-10.3,262.0,-60.0,0.0,0.0,3.0,0.0,11,315.0,Unknown,No,Yes,24.0,3-Good,0,Other,0
No,84.55,45.0,124.0,-44.3,567.0,-157.0,0.0,7.3,1.0,2.7,25,480.0,80,No,Yes,0.0,3-Good,0,Other,0
No,34.99,45.0,0.0,0.0,316.0,18.0,0.0,1.7,1.0,0.0,14,396.0,Unknown,No,Yes,78.0,2-High,5,Retired,0
No,274.93,200.0,236.0,-67.4,2548.0,-462.0,1.1,2.3,6.0,0.0,33,262.0,30,No,Yes,54.0,1-Highest,6,Other,0
Yes,47.5,50.0,0.0,-7.5,430.0,-30.0,0.0,0.0,2.0,0.0,54,6.0,30,No,Yes,60.0,1-Highest,7,Professional,0
No,123.11,75.0,86.0,22.8,1201.0,169.0,5.8,17.7,1.0,4.3,27,145.0,150,No,Yes,52.0,5-Low,4,Homemaker,1
No,59.32,30.0,71.0,-29.3,414.0,-78.0,3.0,3.7,58.7,2.3,31,930.0,Unknown,No,Yes,40.0,4-Medium,6,Crafts,0
Yes,80.03,35.0,86.0,-29.5,506.0,-22.0,0.6,10.7,0.0,0.3,26,211.0,150,No,Yes,28.0,3-Good,9,Other,1
No,30.26,30.0,0.0,-0.3,6.0,-2.0,0.0,0.3,0.0,0.0,22,152.0,30,No,Yes,78.0,4-Medium,9,Other,0
No,34.99,45.0,0.0,0.0,192.0,64.0,0.0,0.7,0.0,0.3,10,288.0,Unknown,No,Yes,48.0,2-High,8,Professional,0
No,42.79,45.0,20.0,17.0,965.0,-101.0,0.0,15.3,0.7,10.7,13,390.0,Unknown,No,Yes,24.0,2-High,5,Professional,0
No,45.26,50.0,1.0,-1.3,1258.0,44.0,0.0,7.3,0.7,1.0,16,170.0,30,No,Yes,0.0,2-High,0,Other,0
No,50.0,50.0,0.0,0.0,308.0,119.0,0.0,7.3,0.0,0.0,21,615.0,Unknown,No,No,50.0,4-Medium,4,Other,0
No,30.45,30.0,0.0,-0.4,117.0,-1.0,0.0,5.7,0.0,0.0,21,612.0,Unknown,No,Yes,60.0,2-High,7,Other,0
Yes,70.21,60.0,0.0,1.5,499.0,108.0,19.5,15.0,2.0,0.0,34,1018.0,Unknown,No,No,0.0,4-Medium,0,Other,0
No,81.9,70.0,42.0,-13.3,337.0,-27.0,0.4,3.3,13.0,2.0,8,244.0,Unknown,No,Yes,0.0,6-VeryLow,0,Other,0
Yes,40.69,45.0,0.0,2.9,610.0,-366.0,1.1,0.0,0.0,0.0,9,277.0,Unknown,No,Yes,0.0,3-Good,6,Other,0
No,33.94,45.0,2.0,-0.7,419.0,2.0,0.0,9.7,2.3,0.7,23,675.0,60,No,Yes,52.0,2-High,8,Other,0
No,35.55,45.0,0.0,-0.6,579.0,-483.0,0.0,5.0,0.3,1.7,9,275.0,Unknown,Yes,No,52.0,2-High,8,Self,0
No,33.48,47.0,0.0,-3.5,432.0,-4.0,2.4,0.0,0.0,0.0,12,364.0,Unknown,No,Yes,40.0,2-High,6,Other,0
No,109.96,95.0,55.0,0.0,1271.0,0.0,0.0,9.7,1.3,1.3,31,254.0,30,No,No,,6-VeryLow,0,Other,0
No,50.08,50.0,0.0,0.9,271.0,39.0,0.0,2.7,3.3,2.7,14,435.0,Unknown,No,Yes,36.0,6-VeryLow,6,Other,0
No,59.99,60.0,0.0,0.0,288.0,42.0,0.0,6.3,1.0,0.0,33,908.0,Unknown,No,No,34.0,1-Highest,6,Other,0
No,9.78,10.0,0.0,-0.3,25.0,-9.0,0.0,0.3,0.0,0.0,12,361.0,Unknown,No,Yes,32.0,2-High,7,Other,0
No,58.23,70.0,0.0,1.8,512.0,278.0,0.0,2.0,1.7,0.7,31,259.0,30,No,Yes,60.0,1-Highest,6,Other,0
No,132.84,50.0,190.0,-66.7,1381.0,-85.0,0.0,4.0,6.3,16.3,8,234.0,Unknown,No,Yes,38.0,5-Low,3,Other,1
No,41.4,40.0,0.0,-1.4,118.0,-64.0,1.4,0.0,0.0,0.0,30,83.0,150,Yes,Yes,,6-VeryLow,0,Other,0
Yes,276.24,40.0,692.0,-246.2,840.0,-840.0,1.6,0.0,0.0,0.0,12,372.0,Unknown,No,Yes,58.0,3-Good,4,Other,0
No,29.99,40.0,0.0,0.0,322.0,-46.0,0.0,2.3,0.0,0.7,33,918.0,Unknown,No,No,64.0,1-Highest,6,Retired,0
No,85.53,95.0,0.0,-0.2,551.0,-47.0,0.0,8.7,3.3,0.0,11,332.0,Unknown,No,Yes,44.0,2-High,8,Other,0
No,34.99,45.0,0.0,0.0,214.0,-14.0,0.0,4.3,0.3,0.3,11,328.0,Unknown,No,Yes,0.0,3-Good,0,Other,0
No,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,716.0,Unknown,No,Yes,44.0,2-High,5,Crafts,0
No,38.74,45.0,0.0,-14.8,177.0,-177.0,0.0,0.0,0.0,0.0,13,368.0,Unknown,No,Yes,56.0,5-Low,5,Professional,0
Yes,61.7,47.0,21.0,-21.7,1070.0,-1053.0,0.0,6.0,16.7,37.3,10,108.0,30,No,Yes,0.0,3-Good,0,Other,0
No,36.7,40.0,0.0,-2.7,26.0,-10.0,2.2,0.0,0.0,0.0,12,350.0,Unknown,No,Yes,50.0,2-High,6,Professional,0
No,36.63,36.0,0.0,0.6,1091.0,-258.0,0.0,20.3,9.7,9.3,19,199.0,200,No,Yes,38.0,4-Medium,7,Other,0
No,32.5,30.0,7.0,6.4,295.0,41.0,0.0,8.7,0.0,3.0,53,181.0,30,No,Yes,44.0,1-Highest,4,Other,0
No,86.84,23.0,110.0,-86.8,936.0,-936.0,25.1,15.3,0.0,3.0,30,81.0,150,No,Yes,34.0,6-VeryLow,4,Other,0
No,46.07,45.0,18.0,4.8,625.0,301.0,0.2,0.0,0.0,0.0,13,370.0,40,No,No,0.0,4-Medium,0,Other,0
No,42.38,37.0,14.0,-12.4,238.0,-104.0,0.0,1.7,0.7,3.7,17,478.0,30,No,Yes,44.0,4-Medium,4,Professional,0
No,30.6,30.0,0.0,-0.6,50.0,32.0,0.0,0.0,0.7,0.0,28,853.0,Unknown,No,Yes,40.0,1-Highest,6,Other,0
No,11.07,10.0,1.0,-1.1,447.0,162.0,0.1,2.7,1.7,0.0,30,332.0,130,No,Yes,56.0,2-High,6,Self,0
No,40.93,45.0,15.0,-2.8,1070.0,86.0,0.2,7.3,1.0,2.0,17,179.0,150,Yes,Yes,0.0,2-High,0,Other,0
No,145.79,68.0,265.0,22.4,1293.0,447.0,0.0,6.7,19.3,3.3,55,20.0,30,No,Yes,64.0,1-Highest,9,Other,0
Yes,28.45,25.0,5.0,4.6,373.0,9.0,1.3,5.0,4.7,0.0,26,163.0,60,No,Yes,46.0,1-Highest,6,Professional,0
No,99.42,85.0,52.0,69.7,1239.0,635.0,0.0,12.0,1.7,0.3,50,173.0,30,No,Yes,50.0,3-Good,7,Crafts,0
No,48.49,40.0,21.0,-8.5,546.0,32.0,0.0,12.7,4.3,0.3,22,76.0,80,No,Yes,34.0,2-High,9,Other,0
Yes,90.56,95.0,0.0,4.9,907.0,-26.0,5.1,4.7,5.3,0.0,15,449.0,Unknown,No,Yes,44.0,2-High,4,Crafts,0
No,53.32,41.0,67.0,-55.2,527.0,-429.0,0.2,11.7,11.7,1.0,7,79.0,80,No,Yes,0.0,4-Medium,0,Other,0
Yes,55.92,45.0,64.0,44.9,1282.0,412.0,0.0,12.0,6.0,0.0,36,359.0,30,No,Yes,44.0,1-Highest,6,Other,1
No,59.99,80.0,0.0,0.0,172.0,40.0,0.0,0.3,0.0,0.0,6,183.0,Unknown,No,Yes,72.0,2-High,9,Other,0
No,125.42,64.0,264.0,-125.4,1694.0,-1542.0,0.0,8.3,30.0,5.7,18,79.0,200,No,Yes,,2-High,0,Other,0
No,38.99,45.0,0.0,0.0,80.0,-12.0,0.0,1.0,0.7,0.0,9,262.0,Unknown,No,Yes,28.0,2-High,4,Professional,0
Yes,9.7,9.0,1.0,0.3,16.0,-16.0,0.0,0.0,0.0,1.7,19,387.0,30,No,Yes,0.0,4-Medium,0,Other,0
No,49.88,58.0,0.0,-104.2,507.0,-444.0,0.0,3.7,0.0,40.7,11,229.0,100,No,Yes,0.0,7-Lowest,0,Other,0
No,22.55,22.0,0.0,-2.6,12.0,-12.0,0.0,0.0,0.3,0.0,23,704.0,Unknown,No,No,44.0,1-Highest,6,Other,0
Yes,64.64,50.0,0.0,-7.6,158.0,-39.0,9.9,3.3,0.7,0.3,16,117.0,150,Yes,Yes,0.0,5-Low,7,Other,0
No,30.1,30.0,0.0,-0.1,60.0,13.0,0.0,0.7,0.3,0.0,27,796.0,Unknown,No,Yes,48.0,1-Highest,4,Other,0
No,30.83,30.0,0.0,1.1,31.0,36.0,0.3,0.3,0.3,0.0,7,207.0,Unknown,No,Yes,0.0,1-Highest,0,Other,0
No,33.23,30.0,2.0,-2.2,202.0,-62.0,0.6,2.7,0.0,0.0,37,1105.0,Unknown,No,Yes,0.0,1-Highest,0,Other,0
No,41.01,30.0,26.0,-9.0,326.0,-5.0,0.0,2.7,0.0,0.0,21,630.0,Unknown,No,Yes,56.0,4-Medium,6,Other,0
Yes,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,258.0,Unknown,No,Yes,0.0,7-Lowest,0,Other,0
Yes,10.0,10.0,0.0,0.0,180.0,-174.0,0.0,2.0,0.0,0.0,23,673.0,Unknown,No,Yes,0.0,2-High,0,Other,0
Yes,10.36,10.0,0.0,-0.4,49.0,-40.0,0.4,0.3,0.0,0.0,14,397.0,Unknown,No,Yes,0.0,2-High,0,Other,0
No,30.0,30.0,0.0,0.0,303.0,-59.0,0.0,5.3,0.3,16.0,29,209.0,30,No,Yes,44.0,2-High,7,Other,1
No,29.29,40.0,0.0,0.7,72.0,9.0,0.0,0.0,0.0,0.0,8,232.0,Unknown,No,Yes,46.0,2-High,7,Professional,0
No,49.99,70.0,0.0,0.0,683.0,49.0,0.0,15.3,2.0,0.0,20,462.0,200,Yes,Yes,42.0,3-Good,6,Other,0
No,92.2,70.0,97.0,53.6,1170.0,-2.0,0.0,12.0,4.3,0.3,22,232.0,Unknown,No,Yes,0.0,2-High,0,Other,0
No,52.71,60.0,0.0,3.2,567.0,-41.0,0.0,12.3,2.3,2.3,24,733.0,Unknown,No,Yes,32.0,5-Low,7,Other,0
No,10.25,10.0,0.0,-0.2,1179.0,148.0,0.2,18.7,1.3,0.7,24,695.0,30,No,Yes,46.0,3-Good,6,Other,0
No,46.41,50.0,0.0,-5.4,375.0,-97.0,4.1,4.3,0.7,0.0,17,58.0,60,No,Yes,56.0,4-Medium,5,Other,0
No,44.34,38.0,9.0,-2.2,405.0,-25.0,0.0,4.0,21.7,0.3,25,738.0,30,No,Yes,20.0,3-Good,5,Other,0
No,79.23,57.0,62.0,-3.2,652.0,-44.0,0.1,3.0,0.7,4.0,10,155.0,150,No,Yes,66.0,4-Medium,5,Retired,0
Yes,16.99,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44,1328.0,Unknown,No,No,52.0,1-Highest,9,Other,0
No,49.99,60.0,0.0,0.0,748.0,-23.0,0.0,3.3,1.7,2.3,25,748.0,Unknown,No,Yes,28.0,2-High,5,Other,0
Yes,69.45,31.0,82.0,25.9,225.0,66.0,0.0,4.3,0.7,0.7,14,430.0,Unknown,No,Yes,22.0,2-High,9,Other,0
No,47.22,33.0,35.0,-3.9,352.0,-44.0,0.0,6.3,1.3,0.0,25,71.0,60,No,Yes,0.0,2-High,0,Other,0
No,12.65,10.0,10.0,-2.4,44.0,-38.0,0.0,1.3,0.0,1.3,29,886.0,30,No,Yes,46.0,1-Highest,4,Other,0
No,151.0,150.0,0.0,-20.0,341.0,65.0,0.0,1.7,1.0,0.0,40,393.0,30,No,Yes,0.0,1-Highest,0,Other,0
Yes,120.79,48.0,171.0,-56.7,641.0,-380.0,0.0,5.3,12.0,2.3,26,416.0,30,No,Yes,36.0,3-Good,6,Other,1
Yes,29.99,40.0,0.0,0.0,70.0,-28.0,0.0,1.0,0.7,0.0,20,376.0,30,No,Yes,28.0,2-High,6,Professional,0
Yes,24.16,5.0,19.0,40.5,22.0,48.0,0.2,0.3,0.0,0.3,27,723.0,60,No,Yes,38.0,1-Highest,9,Other,0
No,60.15,70.0,0.0,-0.2,123.0,-68.0,0.2,2.0,0.3,0.0,17,491.0,Unknown,No,Yes,38.0,1-Highest,9,Crafts,0
Yes,90.86,51.0,0.0,-45.5,759.0,-56.0,0.0,10.3,1.0,0.7,27,293.0,30,No,Yes,60.0,1-Highest,9,Professional,0
No,111.31,60.0,143.0,-58.3,1015.0,-239.0,1.2,14.7,5.3,0.3,23,693.0,Unknown,No,Yes,30.0,2-High,0,Other,0
No,100.46,85.0,90.0,-25.5,1815.0,-230.0,0.0,73.3,11.3,8.0,24,578.0,30,Yes,Yes,0.0,1-Highest,0,Other,0
No,35.12,40.0,0.0,-5.1,98.0,-40.0,2.9,0.0,0.0,0.0,9,262.0,Unknown,No,Yes,46.0,2-High,9,Professional,0
Yes,57.47,60.0,1.0,2.8,215.0,69.0,0.7,0.3,0.7,0.0,13,377.0,Unknown,No,Yes,0.0,2-High,0,Other,0
No,51.09,8.0,24.0,98.9,320.0,-320.0,0.0,2.7,0.0,2.7,7,196.0,Unknown,No,Yes,42.0,7-Lowest,4,Professional,0
Yes,30.24,30.0,0.0,-0.2,97.0,-22.0,0.0,1.0,0.3,0.0,14,424.0,Unknown,No,Yes,0.0,3-Good,3,Other,0
Yes,90.49,98.0,0.0,-3.5,443.0,-75.0,0.0,1.0,0.3,0.0,14,169.0,30,No,Yes,0.0,5-Low,0,Other,0
No,193.59,100.0,364.0,65.1,1574.0,284.0,0.0,11.0,0.7,0.0,31,248.0,10,No,Yes,28.0,3-Good,7,Other,0
Yes,61.03,45.0,62.0,12.3,902.0,-55.0,0.0,6.0,43.7,2.3,14,189.0,80,Yes,Yes,46.0,2-High,6,Other,0
No,30.96,40.0,0.0,2.9,85.0,-9.0,1.0,0.7,0.0,0.0,11,302.0,150,No,Yes,36.0,2-High,6,Professional,0
No,63.38,60.0,10.0,-3.4,1606.0,-274.0,0.0,22.3,1.7,8.0,20,138.0,150,No,Yes,0.0,3-Good,0,Other,0
No,19.53,17.0,7.0,7.3,18.0,25.0,0.0,0.0,0.0,0.0,26,780.0,Unknown,No,No,32.0,3-Good,5,Other,0
No,34.99,45.0,0.0,0.0,503.0,-77.0,0.0,0.0,0.0,0.0,14,417.0,Unknown,No,Yes,34.0,2-High,5,Professional,0
No,57.72,70.0,0.0,2.3,69.0,-69.0,0.0,0.7,1.7,0.0,21,637.0,Unknown,No,Yes,36.0,2-High,9,Other,0
Yes,52.12,50.0,0.0,0.1,485.0,71.0,0.0,3.7,2.7,8.3,18,328.0,150,Yes,Yes,0.0,2-High,0,Other,0
No,77.35,85.0,0.0,2.0,1628.0,-312.0,0.1,8.7,7.7,0.0,7,74.0,80,No,Yes,20.0,4-Medium,4,Other,0
No,200.85,38.0,462.0,133.4,1041.0,184.0,0.0,17.0,0.0,4.0,36,190.0,30,No,Yes,54.0,4-Medium,6,Other,0
No,69.71,65.0,50.0,-4.0,578.0,-41.0,4.2,0.0,0.0,0.0,10,290.0,Unknown,No,Yes,0.0,4-Medium,0,Other,0
No,8.04,0.0,23.0,-5.8,30.0,-21.0,0.0,0.0,0.0,0.0,55,1672.0,Unknown,No,Yes,70.0,1-Highest,5,Other,0
Yes,34.12,30.0,0.0,1.5,182.0,42.0,0.0,3.0,6.0,0.0,15,468.0,Unknown,No,Yes,26.0,3-Good,5,Other,0
No,34.94,30.0,0.0,17.3,121.0,140.0,5.2,1.7,0.0,0.0,27,10.0,30,No,Yes,32.0,2-High,7,Professional,0
Yes,50.09,70.0,0.0,-0.1,1114.0,323.0,0.1,3.3,13.0,0.3,52,803.0,30,No,Yes,30.0,3-Good,1,Other,0
